school_year,division_number,division_name,school_number,school_name,ft_count,pt_count,total_count
2021-2022,29,Fairfax County,1360,Annandale Terrace Elementary,647,NA,647
2021-2022,29,Fairfax County,110,Archer Elementary,510,NA,510
2021-2022,29,Fairfax County,1530,Armstrong Elementary,356,NA,356
2021-2022,29,Fairfax County,550,Bailey's Elementary School for the Arts and Sciences,796,NA,796
2021-2022,29,Fairfax County,2459,Bailey's Upper Elementary School for the Arts and Sciences,519,NA,519
2021-2022,29,Fairfax County,1730,Beech Tree Elementary,365,NA,365
2021-2022,29,Fairfax County,560,Belle View Elementary,414,NA,414
2021-2022,29,Fairfax County,720,Belvedere Elementary,554,NA,554
2021-2022,29,Fairfax County,2000,Bonnie Brae Elementary,794,NA,794
2021-2022,29,Fairfax County,1090,Braddock Elementary,857,NA,857
2021-2022,29,Fairfax County,940,Bren Mar Park Elementary,449,NA,449
2021-2022,29,Fairfax County,1790,Brookfield Elementary,740,NA,740
2021-2022,29,Fairfax County,2201,Bryant High,140,NA,140
2021-2022,29,Fairfax County,700,Bucknell Elementary,261,NA,261
2021-2022,29,Fairfax County,2251,Bull Run Early Childhood Resource Center,171,NA,171
2021-2022,29,Fairfax County,2225,Bull Run Elementary,718,NA,718
2021-2022,29,Fairfax County,680,Bush Hill Elementary,638,NA,638
2021-2022,29,Fairfax County,1940,Camelot Elementary,588,NA,588
2021-2022,29,Fairfax County,620,Cameron Elementary,492,NA,492
2021-2022,29,Fairfax County,1590,Canterbury Woods Elementary,783,NA,783
2021-2022,29,Fairfax County,1690,Cardinal Forest Elementary,587,NA,587
2021-2022,29,Fairfax County,2222,Carson Middle,1448,1,1449
2021-2022,29,Fairfax County,2090,Centre Ridge Elementary,702,NA,702
2021-2022,29,Fairfax County,2205,Centreville Elementary,792,NA,792
2021-2022,29,Fairfax County,200,Centreville High,2590,NA,2590
2021-2022,29,Fairfax County,131,Chantilly High,2965,NA,2965
2021-2022,29,Fairfax County,480,Cherry Run Elementary,427,NA,427
2021-2022,29,Fairfax County,100,Chesterbrook Elementary,578,NA,578
2021-2022,29,Fairfax County,1050,Churchill Road Elementary,619,NA,619
2021-2022,29,Fairfax County,260,Clearview Elementary,599,NA,599
2021-2022,29,Fairfax County,1870,Clermont Elementary,540,NA,540
2021-2022,29,Fairfax County,2347,Coates Elementary,763,NA,763
2021-2022,29,Fairfax County,1510,Columbia Elementary,410,NA,410
2021-2022,29,Fairfax County,2234,Colvin Run Elementary,771,NA,771
2021-2022,29,Fairfax County,1190,Cooper Middle,1001,NA,1001
2021-2022,29,Fairfax County,870,Crestwood Elementary,566,NA,566
2021-2022,29,Fairfax County,2020,Crossfield Elementary,566,NA,566
2021-2022,29,Fairfax County,1600,Cub Run Elementary,569,NA,569
2021-2022,29,Fairfax County,1700,Cunningham Park Elementary,427,NA,427
2021-2022,29,Fairfax County,2229,Daniels Run Elementary,777,NA,777
2021-2022,29,Fairfax County,2204,Deer Park Elementary,566,NA,566
2021-2022,29,Fairfax County,220,Dogwood Elementary,654,NA,654
2021-2022,29,Fairfax County,2010,Dranesville Elementary,617,NA,617
2021-2022,29,Fairfax County,2238,Dunn Loring Early Childhood Resource Center,182,NA,182
2021-2022,29,Fairfax County,2243,Eagle View Elementary,596,NA,596
2021-2022,29,Fairfax County,1270,Edison High,2191,1,2192
2021-2022,29,Fairfax County,190,Fairfax County Adult High,142,NA,142
2021-2022,29,Fairfax County,20,Fairfax High,2306,2,2308
2021-2022,29,Fairfax County,1480,Fairfax Villa Elementary,514,NA,514
2021-2022,29,Fairfax County,1630,Fairhill Elementary,526,NA,526
2021-2022,29,Fairfax County,290,Fairview Elementary,720,NA,720
2021-2022,29,Fairfax County,1100,Falls Church High,1987,1,1988
2021-2022,29,Fairfax County,730,Flint Hill Elementary,646,NA,646
2021-2022,29,Fairfax County,740,Floris Elementary,710,NA,710
2021-2022,29,Fairfax County,70,Forest Edge Elementary,476,NA,476
2021-2022,29,Fairfax County,1450,Forestdale Elementary,521,NA,521
2021-2022,29,Fairfax County,370,Forestville Elementary,561,NA,561
2021-2022,29,Fairfax County,2224,Fort Belvoir Elementary,717,NA,717
2021-2022,29,Fairfax County,2458,Fort Belvoir Upper Elementary,670,NA,670
2021-2022,29,Fairfax County,1920,Fort Hunt Elementary,507,NA,507
2021-2022,29,Fairfax County,390,Fox Mill Elementary,583,NA,583
2021-2022,29,Fairfax County,320,Franconia Elementary,533,NA,533
2021-2022,29,Fairfax County,440,Franklin Middle,880,NA,880
2021-2022,29,Fairfax County,490,Freedom Hill Elementary,494,NA,494
2021-2022,29,Fairfax County,1410,Frost Middle,1212,1,1213
2021-2022,29,Fairfax County,630,Garfield Elementary,321,NA,321
2021-2022,29,Fairfax County,1170,Glasgow Middle,1839,NA,1839
2021-2022,29,Fairfax County,970,Glen Forest Elementary,879,NA,879
2021-2022,29,Fairfax County,530,Graham Road Elementary,387,NA,387
2021-2022,29,Fairfax County,570,Great Falls Elementary,525,NA,525
2021-2022,29,Fairfax County,1840,Greenbriar East Elementary,919,NA,919
2021-2022,29,Fairfax County,1500,Greenbriar West Elementary,635,NA,635
2021-2022,29,Fairfax County,330,Groveton Elementary,753,NA,753
2021-2022,29,Fairfax County,690,Gunston Elementary,536,NA,536
2021-2022,29,Fairfax County,2210,Halley Elementary,593,NA,593
2021-2022,29,Fairfax County,750,Haycock Elementary,890,NA,890
2021-2022,29,Fairfax County,1740,Hayfield Elementary,660,NA,660
2021-2022,29,Fairfax County,1800,Hayfield Secondary,3097,1,3098
2021-2022,29,Fairfax County,1250,Herndon Elementary,763,NA,763
2021-2022,29,Fairfax County,32,Herndon High,2319,1,2320
2021-2022,29,Fairfax County,33,Herndon Middle,1075,NA,1075
2021-2022,29,Fairfax County,1330,Hollin Meadows Elementary,617,NA,617
2021-2022,29,Fairfax County,1521,Holmes Middle,917,NA,917
2021-2022,29,Fairfax County,350,Hughes Middle,976,NA,976
2021-2022,29,Fairfax County,1880,Hunt Valley Elementary,667,NA,667
2021-2022,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,735,NA,735
2021-2022,29,Fairfax County,1980,Hutchison Elementary,1067,NA,1067
2021-2022,29,Fairfax County,1420,Hybla Valley Elementary,888,NA,888
2021-2022,29,Fairfax County,1120,Irving Middle,1226,3,1229
2021-2022,29,Fairfax County,2235,Island Creek Elementary,710,NA,710
2021-2022,29,Fairfax County,673,Jackson Middle,1098,NA,1098
2021-2022,29,Fairfax County,1110,Johnson Middle,1074,1,1075
2021-2022,29,Fairfax County,1070,Justice High,2227,NA,2227
2021-2022,29,Fairfax County,1240,Keene Mill Elementary,753,NA,753
2021-2022,29,Fairfax County,980,Kent Gardens Elementary,1024,NA,1024
2021-2022,29,Fairfax County,1901,Key Center,63,NA,63
2021-2022,29,Fairfax County,1900,Key Middle,744,1,745
2021-2022,29,Fairfax County,1761,Kilmer Center,53,NA,53
2021-2022,29,Fairfax County,1760,Kilmer Middle,1134,NA,1134
2021-2022,29,Fairfax County,1890,Kings Glen Elementary,389,NA,389
2021-2022,29,Fairfax County,1440,Kings Park Elementary,617,NA,617
2021-2022,29,Fairfax County,1570,Lake Anne Elementary,563,NA,563
2021-2022,29,Fairfax County,90,Lake Braddock Secondary,4379,2,4381
2021-2022,29,Fairfax County,2209,Lane Elementary,717,NA,717
2021-2022,29,Fairfax County,1460,Langley High,2049,NA,2049
2021-2022,29,Fairfax County,2348,Laurel Hill Elementary,716,NA,716
2021-2022,29,Fairfax County,1970,Laurel Ridge Elementary,782,NA,782
2021-2022,29,Fairfax County,1850,Lees Corner Elementary,618,NA,618
2021-2022,29,Fairfax County,770,Lemon Road Elementary,508,NA,508
2021-2022,29,Fairfax County,1020,Lewis High,1706,NA,1706
2021-2022,29,Fairfax County,2233,Liberty Middle,991,NA,991
2021-2022,29,Fairfax County,1400,Little Run Elementary,295,NA,295
2021-2022,29,Fairfax County,1830,London Towne Elementary,766,NA,766
2021-2022,29,Fairfax County,1150,Longfellow Middle,1269,NA,1269
2021-2022,29,Fairfax County,2236,Lorton Station Elementary,754,NA,754
2021-2022,29,Fairfax County,890,Lynbrook Elementary,590,NA,590
2021-2022,29,Fairfax County,1060,Madison High,2213,NA,2213
2021-2022,29,Fairfax County,1210,Mantua Elementary,943,NA,943
2021-2022,29,Fairfax County,1290,Marshall High,2072,1,2073
2021-2022,29,Fairfax County,1200,Marshall Road Elementary,665,NA,665
2021-2022,29,Fairfax County,2410,Mason Crest Elementary,614,NA,614
2021-2022,29,Fairfax County,790,McLean High,2368,NA,2368
2021-2022,29,Fairfax County,2231,McNair Elementary,551,NA,551
2021-2022,29,Fairfax County,2200,McNair Upper Elementary,626,NA,626
2021-2022,29,Fairfax County,1390,Mosaic Elementary,897,NA,897
2021-2022,29,Fairfax County,510,Mount Eagle Elementary,331,NA,331
2021-2022,29,Fairfax County,420,Mount Vernon High,1968,NA,1968
2021-2022,29,Fairfax County,1640,Mount Vernon Woods Elementary,609,NA,609
2021-2022,29,Fairfax County,2211,Mountain View High,154,NA,154
2021-2022,29,Fairfax County,800,Navy Elementary,911,NA,911
2021-2022,29,Fairfax County,470,Newington Forest Elementary,540,NA,540
2021-2022,29,Fairfax County,930,North Springfield Elementary,456,NA,456
2021-2022,29,Fairfax County,430,Oak Hill Elementary,683,NA,683
2021-2022,29,Fairfax County,1860,Oak View Elementary,780,NA,780
2021-2022,29,Fairfax County,140,Oakton Elementary,749,NA,749
2021-2022,29,Fairfax County,1710,Oakton High,2638,NA,2638
2021-2022,29,Fairfax County,1650,Olde Creek Elementary,339,NA,339
2021-2022,29,Fairfax County,150,Orange Hunt Elementary,932,NA,932
2021-2022,29,Fairfax County,1030,Parklawn Elementary,814,NA,814
2021-2022,29,Fairfax County,2440,Pimmit Early Childhood Resource Center,39,NA,39
2021-2022,29,Fairfax County,820,Pine Spring Elementary,620,NA,620
2021-2022,29,Fairfax County,1130,Poe Middle,871,NA,871
2021-2022,29,Fairfax County,2080,Poplar Tree Elementary,648,NA,648
2021-2022,29,Fairfax County,2237,Powell Elementary,883,NA,883
2021-2022,29,Fairfax County,2230,Providence Elementary,900,NA,900
2021-2022,29,Fairfax County,1310,Ravensworth Elementary,600,NA,600
2021-2022,29,Fairfax County,1820,Riverside Elementary,703,NA,703
2021-2022,29,Fairfax County,1960,Robinson Secondary,3696,3,3699
2021-2022,29,Fairfax County,300,Rocky Run Middle,1017,NA,1017
2021-2022,29,Fairfax County,1770,Rolling Valley Elementary,582,NA,582
2021-2022,29,Fairfax County,950,Rose Hill Elementary,649,NA,649
2021-2022,29,Fairfax County,1300,Sandburg Middle,1520,1,1521
2021-2022,29,Fairfax County,2030,Sangster Elementary,884,NA,884
2021-2022,29,Fairfax County,2040,Saratoga Elementary,600,NA,600
2021-2022,29,Fairfax County,80,Sherman Elementary,350,NA,350
2021-2022,29,Fairfax County,1660,Shrevewood Elementary,679,NA,679
2021-2022,29,Fairfax County,1680,Silverbrook Elementary,788,NA,788
2021-2022,29,Fairfax County,710,Sleepy Hollow Elementary,441,NA,441
2021-2022,29,Fairfax County,2241,South County High,2297,2,2299
2021-2022,29,Fairfax County,2420,South County Middle,974,NA,974
2021-2022,29,Fairfax County,1990,South Lakes High,2581,3,2584
2021-2022,29,Fairfax County,1620,Spring Hill Elementary,835,NA,835
2021-2022,29,Fairfax County,960,Springfield Estates Elementary,582,NA,582
2021-2022,29,Fairfax County,1380,Stenwood Elementary,527,NA,527
2021-2022,29,Fairfax County,2070,Stone Middle,700,NA,700
2021-2022,29,Fairfax County,1350,Stratford Landing Elementary,734,NA,734
2021-2022,29,Fairfax County,280,Sunrise Valley Elementary,539,NA,539
2021-2022,29,Fairfax County,170,Terra Centre Elementary,612,NA,612
2021-2022,29,Fairfax County,250,Terraset Elementary,593,NA,593
2021-2022,29,Fairfax County,1371,Thomas Jefferson High for Science and Technology,1904,NA,1904
2021-2022,29,Fairfax County,1140,Thoreau Middle,1170,NA,1170
2021-2022,29,Fairfax County,830,Timber Lane Elementary,604,NA,604
2021-2022,29,Fairfax County,1160,Twain Middle,1012,NA,1012
2021-2022,29,Fairfax County,1540,Union Mill Elementary,867,NA,867
2021-2022,29,Fairfax County,120,Vienna Elementary,353,NA,353
2021-2022,29,Fairfax County,2252,Virginia Hills Early Childhood Resource Center,211,NA,211
2021-2022,29,Fairfax County,2050,Virginia Run Elementary,680,NA,680
2021-2022,29,Fairfax County,850,Wakefield Forest Elementary,659,NA,659
2021-2022,29,Fairfax County,2100,Waples Mill Elementary,836,NA,836
2021-2022,29,Fairfax County,1320,Washington Mill Elementary,556,NA,556
2021-2022,29,Fairfax County,1080,Waynewood Elementary,662,NA,662
2021-2022,29,Fairfax County,900,West Potomac High,2688,1,2689
2021-2022,29,Fairfax County,1430,West Springfield Elementary,576,NA,576
2021-2022,29,Fairfax County,1610,West Springfield High,2578,NA,2578
2021-2022,29,Fairfax County,1580,Westbriar Elementary,786,NA,786
2021-2022,29,Fairfax County,2228,Westfield High,2648,1,2649
2021-2022,29,Fairfax County,1670,Westgate Elementary,564,NA,564
2021-2022,29,Fairfax County,580,Westlawn Elementary,756,NA,756
2021-2022,29,Fairfax County,520,Weyanoke Elementary,549,NA,549
2021-2022,29,Fairfax County,400,White Oaks Elementary,719,NA,719
2021-2022,29,Fairfax County,1550,Whitman Middle,880,NA,880
2021-2022,29,Fairfax County,2060,Willow Springs Elementary,912,NA,912
2021-2022,29,Fairfax County,1810,Wolftrap Elementary,545,NA,545
2021-2022,29,Fairfax County,650,Woodburn Elementary,479,NA,479
2021-2022,29,Fairfax County,380,Woodlawn Elementary,495,NA,495
2021-2022,29,Fairfax County,590,Woodley Hills Elementary,502,NA,502
2021-2022,29,Fairfax County,1260,Woodson High,2488,2,2490
2021-2022,109,Falls Church City,270,Jessie Thackrey  Preschool,54,NA,54
2021-2022,109,Falls Church City,252,Mary Ellen Henderson Middle,586,NA,586
2021-2022,109,Falls Church City,251,Meridian High,849,NA,849
2021-2022,109,Falls Church City,240,Mount Daniel Elementary,486,NA,486
2021-2022,109,Falls Church City,260,Oak Street Elementary,518,NA,518
2021-2022,30,Fauquier County,854,Auburn Middle,586,NA,586
2021-2022,30,Fauquier County,460,C. Hunter Ritchie Elementary,490,NA,490
2021-2022,30,Fauquier County,730,C.M. Bradley Elementary,346,NA,346
2021-2022,30,Fauquier County,520,Cedar Lee Middle,634,NA,634
2021-2022,30,Fauquier County,120,Claude Thompson Elementary,259,NA,259
2021-2022,30,Fauquier County,701,Fauquier High,1226,NA,1226
2021-2022,30,Fauquier County,450,Grace Miller Elementary,506,NA,506
2021-2022,30,Fauquier County,511,Greenville Elementary,494,NA,494
2021-2022,30,Fauquier County,750,H.M. Pearson Elementary,373,NA,373
2021-2022,30,Fauquier County,853,James G. Brumfield Elementary,497,NA,497
2021-2022,30,Fauquier County,510,Kettle Run High,1161,NA,1161
2021-2022,30,Fauquier County,851,Liberty High,1352,1,1353
2021-2022,30,Fauquier County,530,Margaret M. Pierce Elementary,523,NA,523
2021-2022,30,Fauquier County,10,Marshall Middle,431,NA,431
2021-2022,30,Fauquier County,20,Mary Walter Elementary,417,NA,417
2021-2022,30,Fauquier County,720,P.B. Smith Elementary,424,NA,424
2021-2022,30,Fauquier County,670,W.C. Taylor Middle,455,NA,455
2021-2022,30,Fauquier County,740,W.G. Coleman Elementary,318,NA,318
2021-2022,30,Fauquier County,660,Warrenton Middle,381,NA,381
2021-2022,31,Floyd County,90,Check Elementary,265,NA,265
2021-2022,31,Floyd County,660,Floyd County High,758,NA,758
2021-2022,31,Floyd County,360,Floyd Elementary,456,NA,456
2021-2022,31,Floyd County,650,Indian Valley Elementary,119,NA,119
2021-2022,31,Floyd County,500,Willis Elementary,178,NA,178
2021-2022,32,Fluvanna County,300,Carysbrook Elementary,449,NA,449
2021-2022,32,Fluvanna County,310,Central Elementary,410,NA,410
2021-2022,32,Fluvanna County,260,Fluvanna County High,1453,NA,1453
2021-2022,32,Fluvanna County,320,Fluvanna Middle,749,NA,749
2021-2022,32,Fluvanna County,330,West Central Primary,255,NA,255
2021-2022,135,Franklin City,20,Franklin High,297,NA,297
2021-2022,135,Franklin City,561,Joseph P. King Jr. Middle,230,NA,230
2021-2022,135,Franklin City,10,S.P. Morton Elementary,465,NA,465
2021-2022,33,Franklin County,31,Benjamin Franklin Middle,1495,NA,1495
2021-2022,33,Franklin County,1370,Boones Mill Elementary,277,NA,277
2021-2022,33,Franklin County,1320,Burnt Chimney Elementary,250,1,251
2021-2022,33,Franklin County,350,Callaway Elementary,166,NA,166
2021-2022,33,Franklin County,20,Dudley Elementary,229,NA,229
2021-2022,33,Franklin County,1360,Ferrum Elementary,215,NA,215
2021-2022,33,Franklin County,1311,Franklin County High,1925,NA,1925
2021-2022,33,Franklin County,690,Glade Hill Elementary,218,NA,218
2021-2022,33,Franklin County,10,Henry Elementary,161,NA,161
2021-2022,33,Franklin County,660,Lee M. Waid Elementary,386,NA,386
2021-2022,33,Franklin County,1380,Rocky Mount Elementary,290,NA,290
2021-2022,33,Franklin County,1170,Snow Creek Elementary,206,NA,206
2021-2022,33,Franklin County,960,Sontag Elementary,219,NA,219
2021-2022,33,Franklin County,980,Windy Gap Elementary,282,NA,282
2021-2022,34,Frederick County,586,Admiral Richard E. Byrd Middle,806,NA,806
2021-2022,34,Frederick County,10,Apple Pie Ridge Elementary,422,NA,422
2021-2022,34,Frederick County,320,Armel Elementary,633,NA,633
2021-2022,34,Frederick County,20,Bass-Hoover Elementary,581,NA,581
2021-2022,34,Frederick County,587,Evendale Elementary,509,NA,509
2021-2022,34,Frederick County,460,Frederick County Middle,781,NA,781
2021-2022,34,Frederick County,380,Gainesboro Elementary,442,NA,442
2021-2022,34,Frederick County,590,Greenwood Mill Elementary,594,NA,594
2021-2022,34,Frederick County,40,Indian Hollow Elementary,391,NA,391
2021-2022,34,Frederick County,30,James Wood High,1438,NA,1438
2021-2022,34,Frederick County,420,James Wood Middle,818,NA,818
2021-2022,34,Frederick County,591,Jordan Springs Elementary,513,NA,513
2021-2022,34,Frederick County,340,Middletown Elementary,570,NA,570
2021-2022,34,Frederick County,584,Millbrook High,1521,1,1522
2021-2022,34,Frederick County,583,Orchard View Elementary,469,NA,469
2021-2022,34,Frederick County,582,Redbud Run Elementary,575,NA,575
2021-2022,34,Frederick County,480,Robert E. Aylor Middle,842,NA,842
2021-2022,34,Frederick County,581,Sherando High,1602,NA,1602
2021-2022,34,Frederick County,410,Stonewall Elementary,368,NA,368
2021-2022,110,Fredericksburg City,50,Hugh Mercer Elementary,873,NA,873
2021-2022,110,Fredericksburg City,40,James Monroe High,1027,NA,1027
2021-2022,110,Fredericksburg City,272,Lafayette Elementary,802,NA,802
2021-2022,110,Fredericksburg City,30,Walker-Grant Early Childhood Center,140,NA,140
2021-2022,110,Fredericksburg City,273,Walker-Grant Middle,782,NA,782
2021-2022,111,Galax City,10,Galax Elementary,662,1,663
2021-2022,111,Galax City,31,Galax High,374,NA,374
2021-2022,111,Galax City,32,Galax Middle,318,NA,318
2021-2022,35,Giles County,10,Eastern Elementary/Middle,744,NA,744
2021-2022,35,Giles County,461,Giles High,699,3,702
2021-2022,35,Giles County,390,Macy Mcclaugherty Elementary/Middle,819,NA,819
2021-2022,35,Giles County,400,Narrows Elementary/Middle,840,NA,840
2021-2022,35,Giles County,470,Narrows High,426,NA,426
2021-2022,36,Gloucester County,250,Abingdon Elementary,453,2,455
2021-2022,36,Gloucester County,240,Achilles Elementary,427,3,430
