division_number,nces_school_num,school_num,school_name,low_grades,high_grades,school_description,grade_standard,city,zip,fall_membership_schools,sch_id,region_name,region_number,division_name
124,510330001430,0390,Patrick Henry High,09,12,Public school - Regular,High,Roanoke,24015,Membership,1240390,Western Virginia,6,Roanoke City
124,510330002217,0240,Preston Park Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24012,Membership,1240240,Western Virginia,6,Roanoke City
124,510330001428,0220,Roanoke Academy For Mathematics & Science Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24017,Membership,1240220,Western Virginia,6,Roanoke City
124,510330001422,0320,Round Hill Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24012,Membership,1240320,Western Virginia,6,Roanoke City
124,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,Roanoke,24012,Non-Membership,1248888,Western Virginia,6,Roanoke City
124,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1249992,Western Virginia,6,Roanoke City
124,510330000667,0070,Virginia Heights Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24015,Membership,1240070,Western Virginia,6,Roanoke City
124,510330001349,0090,Wasena Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24015,Membership,1240090,Western Virginia,6,Roanoke City
124,510330001437,0350,Westside Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24017,Membership,1240350,Western Virginia,6,Roanoke City
124,510330001438,0400,William Fleming High,09,12,Public school - Regular,High,Roanoke,24017,Membership,1240400,Western Virginia,6,Roanoke City
124,510330001440,0150,Woodrow Wilson Middle,06,08,Public school - Regular,Middle,Roanoke,24015,Membership,1240150,Western Virginia,6,Roanoke City
080,510333003080,0780,Alternative Secondary Transition Educational Program,NA,NA,Public center - Alternative,NA,Roanoke,24019,Non-Membership,0800780,Western Virginia,6,Roanoke County
080,510333001442,0420,Back Creek Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24018,Membership,0800420,Western Virginia,6,Roanoke County
080,510333001919,0752,Bonsack Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24019,Membership,0800752,Western Virginia,6,Roanoke County
080,510333001444,0180,Burlington Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24019,Membership,0800180,Western Virginia,6,Roanoke County
080,510333001469,0590,Burton Center for Arts and Technology,NA,NA,Public center - Career and Technical Ed.,NA,Salem,24153,Non-Membership,0800590,Western Virginia,6,Roanoke County
080,510333001446,0560,Cave Spring Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24018,Membership,0800560,Western Virginia,6,Roanoke County
080,510333001447,0470,Cave Spring High,09,12,Public school - Regular,High,Roanoke,24018,Membership,0800470,Western Virginia,6,Roanoke County
080,510333001448,0620,Cave Spring Middle,06,08,Public school - Regular,Middle,Roanoke,24018,Membership,0800620,Western Virginia,6,Roanoke County
080,510333001449,0330,Clearbrook Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24014,Membership,0800330,Western Virginia,6,Roanoke County
080,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0809990,Western Virginia,6,Roanoke County
080,510333001998,0040,Fort Lewis Elementary,PK,05,Public school - Regular,Elementary,Salem,24153,Membership,0800040,Western Virginia,6,Roanoke County
080,510333001455,0650,Glen Cove Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24019,Membership,0800650,Western Virginia,6,Roanoke County
080,510333001456,0490,Glenvar Elementary,PK,05,Public school - Regular,Elementary,Salem,24153,Membership,0800490,Western Virginia,6,Roanoke County
080,510333001457,0610,Glenvar High,09,12,Public school - Regular,High,Salem,24153,Membership,0800610,Western Virginia,6,Roanoke County
080,510333001408,0751,Glenvar Middle,06,08,Public school - Regular,Middle,Salem,24153,Membership,0800751,Western Virginia,6,Roanoke County
080,510333002996,0591,Governor's STEM Academy at the Burton Center for Arts and Technology,NA,NA,Public center - Governor's STEM Academy,NA,Salem,24153,Non-Membership,0800591,Western Virginia,6,Roanoke County
080,510333001458,0600,Green Valley Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24018,Membership,0800600,Western Virginia,6,Roanoke County
080,510333001452,0540,Herman L. Horn Elementary,PK,05,Public school - Regular,Elementary,Vinton,24179,Membership,0800540,Western Virginia,6,Roanoke County
080,510333002308,0754,Hidden Valley High,09,12,Public school - Regular,High,Roanoke,24018,Membership,0800754,Western Virginia,6,Roanoke County
080,510333001460,0010,Hidden Valley Middle,06,08,Public school - Regular,Middle,Roanoke,24018,Membership,0800010,Western Virginia,6,Roanoke County
080,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0809991,Western Virginia,6,Roanoke County
080,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0809999,Western Virginia,6,Roanoke County
080,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0809998,Western Virginia,6,Roanoke County
080,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Salem,24153,Membership,0809997,Western Virginia,6,Roanoke County
080,510333001461,0530,Mason's Cove Elementary,PK,05,Public school - Regular,Elementary,Salem,24153,Membership,0800530,Western Virginia,6,Roanoke County
080,510333001464,0290,Mount Pleasant Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24014,Membership,0800290,Western Virginia,6,Roanoke County
080,510333001463,0500,Mountain View Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24019,Membership,0800500,Western Virginia,6,Roanoke County
080,510333001465,0520,Northside High,09,12,Public school - Regular,High,Roanoke,24019,Membership,0800520,Western Virginia,6,Roanoke County
080,510333001466,0640,Northside Middle,06,08,Public school - Regular,Middle,Roanoke,24019,Membership,0800640,Western Virginia,6,Roanoke County
080,510333001467,0480,Oak Grove Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24018,Membership,0800480,Western Virginia,6,Roanoke County
080,510333001468,0050,Penn Forest Elementary,PK,05,Public school - Regular,Elementary,Roanoke,24018,Membership,0800050,Western Virginia,6,Roanoke County
080,NA,0756,RCPS Online Academy,NA,NA,Public center - Virtual,NA,NA,NA,Non-Membership,0800756,Western Virginia,6,Roanoke County
080,NA,0757,RCPS Summer School,NA,NA,Public center - Division Defined,NA,Roanoke,24019,Non-Membership,0800757,Western Virginia,6,Roanoke County
080,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0808888,Western Virginia,6,Roanoke County
080,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0809992,Western Virginia,6,Roanoke County
080,510333001459,0060,W.E. Cundiff Elementary,PK,05,Public school - Regular,Elementary,Vinton,24179,Membership,0800060,Western Virginia,6,Roanoke County
080,510333001476,0630,William Byrd High,09,12,Public school - Regular,High,Vinton,24179,Membership,0800630,Western Virginia,6,Roanoke County
080,510333001477,0232,William Byrd Middle,06,08,Public school - Regular,Middle,Vinton,24179,Membership,0800232,Western Virginia,6,Roanoke County
081,510337001479,0650,Central Elementary,PK,05,Public school - Regular,Elementary,Lexington,24450,Membership,0810650,Valley,5,Rockbridge County
081,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0819990,Valley,5,Rockbridge County
081,510337001481,0150,Fairfield Elementary,PK,05,Public school - Regular,Elementary,Fairfield,24435,Membership,0810150,Valley,5,Rockbridge County
081,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0819991,Valley,5,Rockbridge County
081,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0819999,Valley,5,Rockbridge County
081,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0819998,Valley,5,Rockbridge County
081,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Lexington,24450,Membership,0819997,Valley,5,Rockbridge County
081,510337001871,0678,Maury River Middle,06,08,Public school - Regular,Middle,Lexington,24450,Membership,0810678,Valley,5,Rockbridge County
081,510337001485,0340,Mountain View Elementary,PK,05,Public school - Regular,Elementary,Buena Vista,24416,Membership,0810340,Valley,5,Rockbridge County
081,510337001486,0641,Natural Bridge Elementary,PK,05,Public school - Regular,Elementary,Natural Bridge Station,24579,Membership,0810641,Valley,5,Rockbridge County
081,510337000204,0022,Rockbridge County High,09,12,Public school - Regular,High,Lexington,24450,Membership,0810022,Valley,5,Rockbridge County
081,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0818888,Valley,5,Rockbridge County
081,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0819992,Valley,5,Rockbridge County
082,510339001492,0870,Broadway High,09,12,Public school - Regular,High,Broadway,22815,Membership,0820870,Valley,5,Rockingham County
082,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0829990,Valley,5,Rockingham County
082,510339002782,0861,Cub Run Elementary,PK,05,Public school - Regular,Elementary,Penn Laird,22846,Membership,0820861,Valley,5,Rockingham County
082,510339002803,0391,East Rockingham High,09,12,Public school - Regular,High,Elkton,22827,Membership,0820391,Valley,5,Rockingham County
082,510339001494,0400,Elkton Elementary,PK,05,Public school - Regular,Elementary,Elkton,22827,Membership,0820400,Valley,5,Rockingham County
082,510339001495,0900,Elkton Middle,06,08,Public school - Regular,Middle,Elkton,22827,Membership,0820900,Valley,5,Rockingham County
082,510339001496,0940,Fulks Run Elementary,PK,05,Public school - Regular,Elementary,Fulks Run,22830,Membership,0820940,Valley,5,Rockingham County
082,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0829991,Valley,5,Rockingham County
082,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0829999,Valley,5,Rockingham County
082,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0829998,Valley,5,Rockingham County
082,510339001498,0960,J. Frank Hillyard Middle,06,08,Public school - Regular,Middle,Broadway,22815,Membership,0820960,Valley,5,Rockingham County
082,NA,1100,JMU Lab School for Innovation and Career Exploration,NA,NA,Public center - Lab,NA,Harrisonburg,22801,Non-Membership,0821100,Valley,5,Rockingham County
082,510339001869,1071,John C. Myers Elementary,PK,05,Public school - Regular,Elementary,Broadway,22815,Membership,0821071,Valley,5,Rockingham County
082,510339001499,0970,John W. Wayland Elementary,PK,05,Public school - Regular,Elementary,Bridgewater,22812,Membership,0820970,Valley,5,Rockingham County
082,510339002163,0500,Lacey Spring Elementary,PK,05,Public school - Regular,Elementary,Harrisonburg,22802,Membership,0820500,Valley,5,Rockingham County
082,510339001501,0360,Linville-Edom Elementary,PK,05,Public school - Regular,Elementary,Linville,22834,Membership,0820360,Valley,5,Rockingham County
082,510339001503,0600,McGaheysville Elementary,PK,05,Public school - Regular,Elementary,McGaheysville,22840,Membership,0820600,Valley,5,Rockingham County
082,510339001975,0860,Montevideo Middle,06,08,Public school - Regular,Middle,Penn Laird,22846,Membership,0820860,Valley,5,Rockingham County
082,510339002545,0520,Mountain View Elementary,PK,05,Public school - Regular,Elementary,Harrisonburg,22801,Membership,0820520,Valley,5,Rockingham County
082,510339001507,0920,Ottobine Elementary,PK,05,Public school - Regular,Elementary,Dayton,22821,Membership,0820920,Valley,5,Rockingham County
082,510339002310,1073,Peak View Elementary,PK,05,Public school - Regular,Elementary,Penn Laird,22846,Membership,0821073,Valley,5,Rockingham County
082,510339001508,0010,Plains Elementary,PK,05,Public school - Regular,Elementary,Timberville,22853,Membership,0820010,Valley,5,Rockingham County
082,510339001509,0950,Pleasant Valley Elementary,PK,05,Public school - Regular,Elementary,Harrisonburg,22801,Membership,0820950,Valley,5,Rockingham County
082,510339002804,0390,River Bend Elementary,PK,05,Public school - Regular,Elementary,Elkton,22827,Membership,0820390,Valley,5,Rockingham County
082,NA,1050,Rockingham Academy,NA,NA,Public center - Alternative,NA,Harrisonburg,22801,Non-Membership,0821050,Valley,5,Rockingham County
082,510339000954,0830,South River Elementary,PK,05,Public school - Regular,Elementary,Grottoes,24441,Membership,0820830,Valley,5,Rockingham County
082,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0828888,Valley,5,Rockingham County
082,510339001872,0020,Spotswood High,09,12,Public school - Regular,High,Penn Laird,22846,Membership,0820020,Valley,5,Rockingham County
082,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0829992,Valley,5,Rockingham County
082,510339002164,0850,Turner Ashby High,09,12,Public school - Regular,High,Bridgewater,22812,Membership,0820850,Valley,5,Rockingham County
082,510339001511,0890,Wilbur S. Pence Middle,06,08,Public school - Regular,Middle,Dayton,22821,Membership,0820890,Valley,5,Rockingham County
083,510342001512,0580,Belfast Elementary,KG,05,Public school - Regular,Elementary,Rosedale,24280,Membership,0830580,Southwest,7,Russell County
083,510342001513,0792,Castlewood Elementary,PK,07,Public school - Regular,Elementary,Castlewood,24224,Membership,0830792,Southwest,7,Russell County
083,510342001514,0791,Castlewood High,08,12,Public school - Regular,High,Castlewood,24224,Membership,0830791,Southwest,7,Russell County
083,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0839990,Southwest,7,Russell County
083,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0839991,Southwest,7,Russell County
083,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0839999,Southwest,7,Russell County
083,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0839998,Southwest,7,Russell County
083,510342001521,0890,Honaker Elementary,PK,07,Public school - Regular,Elementary,Honaker,24260,Membership,0830890,Southwest,7,Russell County
083,510342001522,0540,Honaker High,08,12,Public school - Regular,High,Honaker,24260,Membership,0830540,Southwest,7,Russell County
083,510342001524,0410,Lebanon Elementary,02,04,Public school - Regular,Elementary,Lebanon,24266,Membership,0830410,Southwest,7,Russell County
083,510342002042,0140,Lebanon High,08,12,Public school - Regular,High,Lebanon,24266,Membership,0830140,Southwest,7,Russell County
083,510342002461,0902,Lebanon Middle,05,07,Public school - Regular,Middle,Lebanon,24266,Membership,0830902,Southwest,7,Russell County
083,510342001523,0390,Lebanon Primary,PK,01,Public school - Regular,Elementary,Lebanon,24266,Membership,0830390,Southwest,7,Russell County
083,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Lebanon,24266,Membership,0839997,Southwest,7,Russell County
083,510342001526,0900,Russell County Voc.,NA,NA,Public center - Career and Technical Ed.,NA,Lebanon,24266,Non-Membership,0830900,Southwest,7,Russell County
083,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0838888,Southwest,7,Russell County
083,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0839992,Southwest,7,Russell County
139,NA,0610,Alternative Individualized Instructional Methods For Success (AIIMS),NA,NA,Public center - Alternative,NA,Salem,24153,Non-Membership,1390610,Western Virginia,6,Salem City
139,510346002045,0100,Andrew Lewis Middle,06,08,Public school - Regular,Middle,Salem,24153,Membership,1390100,Western Virginia,6,Salem City
139,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1399990,Western Virginia,6,Salem City
139,510346002047,0550,East Salem Elementary,PK,05,Public school - Regular,Elementary,Salem,24153,Membership,1390550,Western Virginia,6,Salem City
139,510346002044,0090,G.W. Carver Elementary,PK,05,Public school - Regular,Elementary,Salem,24153,Membership,1390090,Western Virginia,6,Salem City
139,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1399991,Western Virginia,6,Salem City
139,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1399999,Western Virginia,6,Salem City
139,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1399998,Western Virginia,6,Salem City
139,NA,9997,Local Or Regional Jail,KG,12,Local or Regional Jail,Other,Salem,24153,Membership,1399997,Western Virginia,6,Salem City
139,510346003117,0092,Salem Alternative,NA,NA,Public center - Alternative,NA,Salem,24153,Non-Membership,1390092,Western Virginia,6,Salem City
139,510346002043,0070,Salem High,09,12,Public school - Regular,High,Salem,24153,Membership,1390070,Western Virginia,6,Salem City
139,510346002048,0580,South Salem Elementary,PK,05,Public school - Regular,Elementary,Salem,24153,Membership,1390580,Western Virginia,6,Salem City
139,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,Salem,24153,Non-Membership,1398888,Western Virginia,6,Salem City
139,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,1399992,Western Virginia,6,Salem City
139,510346003134,0350,Virginia Virtual Academy at Salem,KG,12,Public school - Virtual,Other,Salem,24153,Membership,1390350,Western Virginia,6,Salem City
139,510346002046,0460,West Salem Elementary,PK,05,Public school - Regular,Elementary,Salem,24153,Membership,1390460,Western Virginia,6,Salem City
084,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0849990,Southwest,7,Scott County
084,510348001528,0750,Duffield-Pattonsville Primary,PK,04,Public school - Regular,Elementary,Duffield,24244,Membership,0840750,Southwest,7,Scott County
084,510348001529,0042,Dungannon Elementary,PK,07,Public school - Regular,Elementary,Dungannon,24245,Membership,0840042,Southwest,7,Scott County
084,510348003127,0310,Fort Blackmore Center for Excellence,NA,NA,Public center - Special Education,NA,Fort Blackmore,24250,Non-Membership,0840310,Southwest,7,Scott County
084,510348001532,0770,Gate City High,09,12,Public school - Regular,High,Gate City,24251,Membership,0840770,Southwest,7,Scott County
084,510348002132,0771,Gate City Middle,07,08,Public school - Regular,Middle,Gate City,24251,Membership,0840771,Southwest,7,Scott County
084,510348001533,0670,Hilton Elementary,PK,06,Public school - Regular,Elementary,Hiltons,24258,Membership,0840670,Southwest,7,Scott County
084,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0849991,Southwest,7,Scott County
084,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0849999,Southwest,7,Scott County
084,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0849998,Southwest,7,Scott County
084,NA,9997,Local Or Regional Jail,KG,12,Local or Regional Jail,Other,Gate City,24251,Membership,0849997,Southwest,7,Scott County
084,510348001534,0220,Nickelsville Elementary,PK,07,Public school - Regular,Elementary,Nickelsville,24271,Membership,0840220,Southwest,7,Scott County
084,510348001536,0260,Rye Cove High,08,12,Public school - Regular,High,Duffield,24244,Membership,0840260,Southwest,7,Scott County
084,510348001535,0020,Rye Cove Intermediate,05,07,Public school - Regular,Middle,Clinchport,24244,Membership,0840020,Southwest,7,Scott County
084,510348001537,0800,Scott County Career and Technical Center,NA,NA,Public center - Career and Technical Ed.,NA,Gate City,24251,Non-Membership,0840800,Southwest,7,Scott County
084,510348001538,0641,Shoemaker Elementary,PK,06,Public school - Regular,Elementary,Gate City,24251,Membership,0840641,Southwest,7,Scott County
084,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0848888,Southwest,7,Scott County
084,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0849992,Southwest,7,Scott County
084,510348001539,0780,Twin Springs High,08,12,Public school - Regular,High,Nickelsville,24271,Membership,0840780,Southwest,7,Scott County
084,510348003096,0772,Virginia Connections Academy,06,11,Public school - Virtual,Secondary,Gate City,24251,Membership,0840772,Southwest,7,Scott County
084,510348001540,0740,Weber City Elementary,PK,06,Public school - Regular,Elementary,Weber City,24290,Membership,0840740,Southwest,7,Scott County
084,510348001541,0790,Yuma Elementary,PK,06,Public school - Regular,Elementary,Gate City,24251,Membership,0840790,Southwest,7,Scott County
085,510351001542,0820,Ashby-Lee Elementary,PK,05,Public school - Regular,Elementary,Quicksburg,22847,Membership,0850820,Northern Virginia,4,Shenandoah County
085,510351001543,0780,Central High,09,12,Public school - Regular,High,Woodstock,22664,Membership,0850780,Northern Virginia,4,Shenandoah County
085,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0859990,Northern Virginia,4,Shenandoah County
085,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0859991,Northern Virginia,4,Shenandoah County
085,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0859999,Northern Virginia,4,Shenandoah County
085,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0859998,Northern Virginia,4,Shenandoah County
085,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Woodstock,22664,Membership,0859997,Northern Virginia,4,Shenandoah County
085,510351000581,0040,North Fork Middle,06,08,Public school - Regular,Middle,Quicksburg,22847,Membership,0850040,Northern Virginia,4,Shenandoah County
085,510351000958,0030,Peter Muhlenberg Middle,06,08,Public school - Regular,Middle,Woodstock,22664,Membership,0850030,Northern Virginia,4,Shenandoah County
085,510351001547,0810,Sandy Hook Elementary,PK,05,Public school - Regular,Elementary,Strasburg,22657,Membership,0850810,Northern Virginia,4,Shenandoah County
085,510351000221,0050,Signal Knob Middle,06,08,Public school - Regular,Middle,Strasburg,22657,Membership,0850050,Northern Virginia,4,Shenandoah County
085,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0858888,Northern Virginia,4,Shenandoah County
085,510351001548,0790,Stonewall Jackson High,09,12,Public school - Regular,High,Quicksburg,22847,Membership,0850790,Northern Virginia,4,Shenandoah County
085,510351001549,0770,Strasburg High,09,12,Public school - Regular,High,Strasburg,22657,Membership,0850770,Northern Virginia,4,Shenandoah County
085,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0859992,Northern Virginia,4,Shenandoah County
085,510351001552,0800,Triplett Business & Tech.,NA,NA,Public center - Career and Technical Ed.,NA,Mount Jackson,22842,Non-Membership,0850800,Northern Virginia,4,Shenandoah County
085,510351001554,0020,W.W. Robinson Elementary,PK,05,Public school - Regular,Elementary,Woodstock,22664,Membership,0850020,Northern Virginia,4,Shenandoah County
086,510352001556,0290,Atkins Elementary,PK,05,Public school - Regular,Elementary,Atkins,24311,Membership,0860290,Southwest,7,Smyth County
086,510352001557,0730,Chilhowie Elementary,PK,05,Public school - Regular,Elementary,Chilhowie,24319,Membership,0860730,Southwest,7,Smyth County
086,510352001558,0460,Chilhowie High,09,12,Public school - Regular,High,Chilhowie,24319,Membership,0860460,Southwest,7,Smyth County
086,510352001441,0851,Chilhowie Middle,06,08,Public school - Regular,Middle,Chilhowie,24319,Membership,0860851,Southwest,7,Smyth County
086,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0869990,Southwest,7,Smyth County
086,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0869991,Southwest,7,Smyth County
086,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0869999,Southwest,7,Smyth County
086,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0869998,Southwest,7,Smyth County
086,NA,9997,Local Or Regional Jail,KG,12,Local or Regional Jail,Other,Marion,24354,Membership,0869997,Southwest,7,Smyth County
086,510352001561,0710,Marion Elementary,PK,05,Public school - Regular,Elementary,Marion,24354,Membership,0860710,Southwest,7,Smyth County
086,510352001560,0680,Marion Middle,06,08,Public school - Regular,Middle,Marion,24354,Membership,0860680,Southwest,7,Smyth County
086,510352001562,0700,Marion Senior High,09,12,Public school - Regular,High,Marion,24354,Membership,0860700,Southwest,7,Smyth County
086,510352001563,0250,Northwood High,09,12,Public school - Regular,High,Saltville,24370,Membership,0860250,Southwest,7,Smyth County
086,510352001411,0120,Northwood Middle,06,08,Public school - Regular,Middle,Saltville,24370,Membership,0860120,Southwest,7,Smyth County
086,510352001559,0690,Oak Point Elementary,PK,05,Public school - Regular,Elementary,Marion,24354,Membership,0860690,Southwest,7,Smyth County
086,510352001564,0720,Rich Valley Elementary,PK,05,Public school - Regular,Elementary,Saltville,24370,Membership,0860720,Southwest,7,Smyth County
086,510352001566,0740,Saltville Elementary,PK,05,Public school - Regular,Elementary,Saltville,24370,Membership,0860740,Southwest,7,Smyth County
086,510352001567,0750,Smyth County Career & Technical Center,NA,NA,Public center - Career and Technical Ed.,NA,Marion,24354,Non-Membership,0860750,Southwest,7,Smyth County
086,510352003148,0770,Smyth County Virtual,KG,02,Public school - Virtual,Elementary,Marion,24354,Membership,0860770,Southwest,7,Smyth County
086,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0868888,Southwest,7,Smyth County
086,510352003011,0555,Sugar Grove Elementary,PK,05,Public school - Regular,Elementary,Sugar Grove,24375,Membership,0860555,Southwest,7,Smyth County
086,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0869992,Southwest,7,Smyth County
087,510360001573,0710,Capron Elementary,PK,05,Public school - Regular,Elementary,Capron,23829,Membership,0870710,Tidewater,2,Southampton County
087,NA,9990,Community PK School,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0879990,Tidewater,2,Southampton County
087,510360002846,0900,Fresh Start Center,NA,NA,Public center - Alternative,NA,Franklin,23851,Non-Membership,0870900,Tidewater,2,Southampton County
087,NA,9991,Home Educational Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0879991,Tidewater,2,Southampton County
087,NA,9999,Homebased,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0879999,Tidewater,2,Southampton County
087,NA,9998,Homebound,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0879998,Tidewater,2,Southampton County
087,NA,9997,Local or Regional Jail,KG,12,Local or Regional Jail,Other,Courtland,23837,Membership,0879997,Tidewater,2,Southampton County
087,510360002312,0020,Meherrin Elementary,PK,05,Public school - Regular,Elementary,Newsoms,23874,Membership,0870020,Tidewater,2,Southampton County
087,510360002313,0010,Nottoway Elementary,PK,05,Public school - Regular,Elementary,Sedley,23878,Membership,0870010,Tidewater,2,Southampton County
087,510360001577,0780,Riverdale Elementary,PK,05,Public school - Regular,Elementary,Courtland,23837,Membership,0870780,Tidewater,2,Southampton County
087,510360001582,0690,Southampton High,09,12,Public school - Regular,High,Courtland,23837,Membership,0870690,Tidewater,2,Southampton County
087,510360001583,0700,Southampton Middle,06,08,Public school - Regular,Middle,Courtland,23837,Membership,0870700,Tidewater,2,Southampton County
087,NA,8888,Special Situation Schools,NA,NA,Unknown,NA,NA,NA,Non-Membership,0878888,Tidewater,2,Southampton County
087,NA,9992,Suspension Services,NA,NA,Public center - Alternative,NA,NA,NA,Non-Membership,0879992,Tidewater,2,Southampton County
088,510364001584,0010,Battlefield Elementary,PK,05,Public school - Regular,Elementary,Fredericksburg,22407,Membership,0880010,Northern Neck,3,Spotsylvania County
088,510364001585,0050,Battlefield Middle,06,08,Public school - Regular,Middle,Fredericksburg,22407,Membership,0880050,Northern Neck,3,Spotsylvania County
088,510364001586,0340,Berkeley Elementary,PK,05,Public school - Regular,Elementary,Spotsylvania,22553,Membership,0880340,Northern Neck,3,Spotsylvania County
088,510364000263,0400,Brock Road Elementary,PK,05,Public school - Regular,Elementary,Spotsylvania,22553,Membership,0880400,Northern Neck,3,Spotsylvania County
088,510364002768,0511,Cedar Forest Elementary,PK,05,Public school - Regular,Elementary,Fredericksburg,22408,Membership,0880511,Northern Neck,3,Spotsylvania County
088,510364001587,0040,Chancellor Elementary,PK,05,Public school - Regular,Elementary,Fredericksburg,22407,Membership,0880040,Northern Neck,3,Spotsylvania County
