school_year,behavior_code,behavior,region_name,total_events
2022-2023,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Southwest,41
2022-2023,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Tidewater,316
2022-2023,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Valley,100
2022-2023,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,Western Virginia,108
2022-2023,BSC8,Harassment: Repeatedly annoying or attacking a student or a group of students or personnel creating  an intimidating or hostile educational or work environment ,NA,6
2022-2023,BSC9,Bus: Distracting the bus driver,Central Virginia,1050
2022-2023,BSC9,Bus: Distracting the bus driver,Northern Neck,587
2022-2023,BSC9,Bus: Distracting the bus driver,Northern Virginia,1170
2022-2023,BSC9,Bus: Distracting the bus driver,Southside,924
2022-2023,BSC9,Bus: Distracting the bus driver,Southwest,335
2022-2023,BSC9,Bus: Distracting the bus driver,Tidewater,1162
2022-2023,BSC9,Bus: Distracting the bus driver,Valley,1323
2022-2023,BSC9,Bus: Distracting the bus driver,Western Virginia,1091
2022-2023,BSC9,Bus: Distracting the bus driver,NA,13
2022-2023,BSO1,Altering an official document or record,Central Virginia,35
2022-2023,BSO1,Altering an official document or record,Northern Neck,15
2022-2023,BSO1,Altering an official document or record,Northern Virginia,93
2022-2023,BSO1,Altering an official document or record,Southside,1
2022-2023,BSO1,Altering an official document or record,Southwest,3
2022-2023,BSO1,Altering an official document or record,Tidewater,33
2022-2023,BSO1,Altering an official document or record,Valley,9
2022-2023,BSO1,Altering an official document or record,Western Virginia,5
2022-2023,BSO10,Possession of stolen items,Central Virginia,183
2022-2023,BSO10,Possession of stolen items,Northern Neck,70
2022-2023,BSO10,Possession of stolen items,Northern Virginia,194
2022-2023,BSO10,Possession of stolen items,Southside,23
2022-2023,BSO10,Possession of stolen items,Southwest,60
2022-2023,BSO10,Possession of stolen items,Tidewater,242
2022-2023,BSO10,Possession of stolen items,Valley,60
2022-2023,BSO10,Possession of stolen items,Western Virginia,85
2022-2023,BSO10,Possession of stolen items,NA,6
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Central Virginia,308
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Northern Neck,181
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Northern Virginia,737
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Southside,54
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Southwest,49
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Tidewater,1047
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Valley,210
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,Western Virginia,179
2022-2023,BSO11,Unauthorized use of school electronic or other equipment,NA,5
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Central Virginia,500
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Northern Neck,383
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Northern Virginia,1140
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Southside,344
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Southwest,246
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Tidewater,956
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Valley,592
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,Western Virginia,348
2022-2023,BSO12,Violation of the Acceptable Use of Technology/internet policy,NA,10
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Central Virginia,1298
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Northern Neck,2031
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Northern Virginia,3764
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Southside,613
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Southwest,353
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Tidewater,3828
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Valley,1965
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,Western Virginia,1482
2022-2023,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,NA,35
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Central Virginia,720
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Northern Neck,295
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Northern Virginia,1282
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Southside,221
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Southwest,244
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Tidewater,806
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Valley,624
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",Western Virginia,396
2022-2023,BSO14,"Vandalism, graffiti or other damage to school or personal property",NA,44
2022-2023,BSO15,Student is not going to class as assigned,Central Virginia,2360
2022-2023,BSO15,Student is not going to class as assigned,Northern Neck,4336
2022-2023,BSO15,Student is not going to class as assigned,Northern Virginia,16664
2022-2023,BSO15,Student is not going to class as assigned,Southside,583
2022-2023,BSO15,Student is not going to class as assigned,Southwest,541
2022-2023,BSO15,Student is not going to class as assigned,Tidewater,5507
2022-2023,BSO15,Student is not going to class as assigned,Valley,2031
2022-2023,BSO15,Student is not going to class as assigned,Western Virginia,2068
2022-2023,BSO15,Student is not going to class as assigned,NA,33
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Central Virginia,1818
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Northern Neck,1143
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Northern Virginia,2087
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Southside,318
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Southwest,112
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Tidewater,5851
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Valley,1011
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,Western Virginia,342
2022-2023,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,NA,15
2022-2023,BSO2,"Giving false information, misrepresentation",Central Virginia,811
2022-2023,BSO2,"Giving false information, misrepresentation",Northern Neck,350
2022-2023,BSO2,"Giving false information, misrepresentation",Northern Virginia,1213
2022-2023,BSO2,"Giving false information, misrepresentation",Southside,104
2022-2023,BSO2,"Giving false information, misrepresentation",Southwest,147
2022-2023,BSO2,"Giving false information, misrepresentation",Tidewater,892
2022-2023,BSO2,"Giving false information, misrepresentation",Valley,301
2022-2023,BSO2,"Giving false information, misrepresentation",Western Virginia,189
2022-2023,BSO2,"Giving false information, misrepresentation",NA,17
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Central Virginia,13864
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Northern Neck,4906
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Northern Virginia,12218
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Southside,2317
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Southwest,1109
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Tidewater,14948
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Valley,5238
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,Western Virginia,5716
2022-2023,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,NA,141
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Central Virginia,854
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Northern Neck,375
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Northern Virginia,1751
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Southside,49
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Southwest,27
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Tidewater,813
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Valley,248
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",Western Virginia,632
2022-2023,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",NA,1
2022-2023,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Central Virginia,67
2022-2023,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Northern Neck,19
2022-2023,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Northern Virginia,66
2022-2023,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Tidewater,79
2022-2023,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Valley,8
2022-2023,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,Western Virginia,2
2022-2023,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,NA,3
2022-2023,BSO7,Dress Code Violation,Central Virginia,131
2022-2023,BSO7,Dress Code Violation,Northern Neck,193
2022-2023,BSO7,Dress Code Violation,Northern Virginia,235
2022-2023,BSO7,Dress Code Violation,Southside,153
2022-2023,BSO7,Dress Code Violation,Southwest,48
2022-2023,BSO7,Dress Code Violation,Tidewater,381
2022-2023,BSO7,Dress Code Violation,Valley,105
2022-2023,BSO7,Dress Code Violation,Western Virginia,168
2022-2023,BSO7,Dress Code Violation,NA,35
2022-2023,BSO8,Gambling (games of chance for money or profit),Central Virginia,6
2022-2023,BSO8,Gambling (games of chance for money or profit),Northern Neck,1
2022-2023,BSO8,Gambling (games of chance for money or profit),Northern Virginia,2
2022-2023,BSO8,Gambling (games of chance for money or profit),Tidewater,9
2022-2023,BSO8,Gambling (games of chance for money or profit),Western Virginia,2
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Central Virginia,373
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Northern Neck,147
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Northern Virginia,383
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Southside,353
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Southwest,183
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Tidewater,690
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Valley,171
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",Western Virginia,204
2022-2023,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",NA,7
2022-2023,PD10,Aggravated Sexual Battery on a Student,Northern Neck,1
2022-2023,PD10,Aggravated Sexual Battery on a Student,Northern Virginia,2
2022-2023,PD11,Illegal Possession of Handgun,Central Virginia,16
2022-2023,PD11,Illegal Possession of Handgun,Northern Neck,1
2022-2023,PD11,Illegal Possession of Handgun,Northern Virginia,5
2022-2023,PD11,Illegal Possession of Handgun,Southside,1
2022-2023,PD11,Illegal Possession of Handgun,Tidewater,14
2022-2023,PD11,Illegal Possession of Handgun,Valley,4
2022-2023,PD11,Illegal Possession of Handgun,Western Virginia,3
2022-2023,PD11,Illegal Possession of Handgun,NA,1
2022-2023,PD12,Illegal Possession of Rifle or Shotgun,Central Virginia,2
2022-2023,PD12,Illegal Possession of Rifle or Shotgun,Northern Neck,1
2022-2023,PD12,Illegal Possession of Rifle or Shotgun,Northern Virginia,1
2022-2023,PD12,Illegal Possession of Rifle or Shotgun,Southwest,1
2022-2023,PD12,Illegal Possession of Rifle or Shotgun,Tidewater,1
2022-2023,PD12,Illegal Possession of Rifle or Shotgun,Valley,1
2022-2023,PD12,Illegal Possession of Rifle or Shotgun,NA,1
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,Central Virginia,2
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,Northern Neck,6
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,Northern Virginia,10
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,Southwest,2
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,Tidewater,8
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,Valley,6
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,Western Virginia,1
2022-2023,PD13,Illegal Possession of Any Other Projectile Weapon,NA,1
2022-2023,PD15,"Illegal Possession of Other Firearms: firebombs, explosive materials or devices, hoax explosive devices per ¿ 18.2-85, or explosive incendiary devices, as defined in ¿ 18.2-433.1, or chemical bombs per ¿ 18.2-87.1",Northern Neck,1
2022-2023,PD15,"Illegal Possession of Other Firearms: firebombs, explosive materials or devices, hoax explosive devices per ¿ 18.2-85, or explosive incendiary devices, as defined in ¿ 18.2-433.1, or chemical bombs per ¿ 18.2-87.1",Northern Virginia,4
2022-2023,PD15,"Illegal Possession of Other Firearms: firebombs, explosive materials or devices, hoax explosive devices per ¿ 18.2-85, or explosive incendiary devices, as defined in ¿ 18.2-433.1, or chemical bombs per ¿ 18.2-87.1",Valley,1
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Central Virginia,43
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Northern Neck,14
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Northern Virginia,180
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Southside,3
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Southwest,2
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Tidewater,73
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Valley,12
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,Western Virginia,4
2022-2023,PD16,Illegal Possession of Controlled Drugs and Substances with Intent to Distribute or Sell,NA,3
2022-2023,PD3,Sexual Assault,Central Virginia,3
2022-2023,PD3,Sexual Assault,Northern Virginia,3
2022-2023,PD3,Sexual Assault,Southside,1
2022-2023,PD3,Sexual Assault,Southwest,1
2022-2023,PD3,Sexual Assault,Tidewater,6
2022-2023,PD4,Attempted Sexual Assault,Northern Virginia,1
2022-2023,PD4,Attempted Sexual Assault,Tidewater,2
2022-2023,PD4,Attempted Sexual Assault,Valley,1
2022-2023,PD6,Assault with Firearm or Weapon,Central Virginia,4
2022-2023,PD6,Assault with Firearm or Weapon,Northern Neck,1
2022-2023,PD6,Assault with Firearm or Weapon,Northern Virginia,11
2022-2023,PD6,Assault with Firearm or Weapon,Southwest,1
2022-2023,PD6,Assault with Firearm or Weapon,Tidewater,2
2022-2023,PD6,Assault with Firearm or Weapon,Valley,1
2022-2023,PD7,Actual or Attempted Robbery,Central Virginia,1
2022-2023,PD7,Actual or Attempted Robbery,Northern Virginia,8
2022-2023,PD7,Actual or Attempted Robbery,Southside,1
2022-2023,PD7,Actual or Attempted Robbery,Tidewater,1
2022-2023,PD7,Actual or Attempted Robbery,Valley,1
2022-2023,PD8,Kidnapping/Abduction,Central Virginia,1
2022-2023,PD8,Kidnapping/Abduction,Tidewater,1
2022-2023,PD9,Malicious Wounding without a Weapon,Northern Neck,2
2022-2023,PD9,Malicious Wounding without a Weapon,Tidewater,1
2022-2023,PD9,Malicious Wounding without a Weapon,NA,1
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Central Virginia,326
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Neck,203
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Virginia,641
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southside,86
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southwest,183
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Tidewater,476
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Valley,253
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Western Virginia,203
2022-2023,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),NA,15
2022-2023,RB10,Failure to respond to questions or requests by staff,Central Virginia,2954
2022-2023,RB10,Failure to respond to questions or requests by staff,Northern Neck,2046
2022-2023,RB10,Failure to respond to questions or requests by staff,Northern Virginia,5552
2022-2023,RB10,Failure to respond to questions or requests by staff,Southside,1201
2022-2023,RB10,Failure to respond to questions or requests by staff,Southwest,929
2022-2023,RB10,Failure to respond to questions or requests by staff,Tidewater,7553
2022-2023,RB10,Failure to respond to questions or requests by staff,Valley,3221
2022-2023,RB10,Failure to respond to questions or requests by staff,Western Virginia,1836
2022-2023,RB10,Failure to respond to questions or requests by staff,NA,115
2022-2023,RB11,Unwanted or inappropriate physical contact,Central Virginia,2802
2022-2023,RB11,Unwanted or inappropriate physical contact,Northern Neck,1592
2022-2023,RB11,Unwanted or inappropriate physical contact,Northern Virginia,4570
2022-2023,RB11,Unwanted or inappropriate physical contact,Southside,586
2022-2023,RB11,Unwanted or inappropriate physical contact,Southwest,643
2022-2023,RB11,Unwanted or inappropriate physical contact,Tidewater,4475
2022-2023,RB11,Unwanted or inappropriate physical contact,Valley,1546
2022-2023,RB11,Unwanted or inappropriate physical contact,Western Virginia,1386
2022-2023,RB11,Unwanted or inappropriate physical contact,NA,31
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Central Virginia,81
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Neck,55
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Northern Virginia,127
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southside,6
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Southwest,35
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Tidewater,119
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Valley,47
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),Western Virginia,63
2022-2023,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),NA,2
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Central Virginia,301
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Northern Neck,155
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Northern Virginia,371
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Southside,34
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Southwest,90
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Tidewater,437
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Valley,243
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",Western Virginia,137
2022-2023,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",NA,4
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Central Virginia,305
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Northern Neck,151
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Northern Virginia,633
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Southside,47
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Southwest,143
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Tidewater,429
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Valley,227
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",Western Virginia,128
2022-2023,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",NA,4
2022-2023,RB5,Stealing money or property without physical force,Central Virginia,511
2022-2023,RB5,Stealing money or property without physical force,Northern Neck,307
2022-2023,RB5,Stealing money or property without physical force,Northern Virginia,652
2022-2023,RB5,Stealing money or property without physical force,Southside,125
2022-2023,RB5,Stealing money or property without physical force,Southwest,113
2022-2023,RB5,Stealing money or property without physical force,Tidewater,680
2022-2023,RB5,Stealing money or property without physical force,Valley,305
2022-2023,RB5,Stealing money or property without physical force,Western Virginia,236
2022-2023,RB5,Stealing money or property without physical force,NA,15
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Central Virginia,2527
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Northern Neck,1761
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Northern Virginia,6027
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Southside,646
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Southwest,900
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Tidewater,6234
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Valley,2145
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",Western Virginia,1949
2022-2023,RB6,"Speaking to another in an uncivil, discourteous manner",NA,50
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Central Virginia,1215
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Northern Neck,580
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Northern Virginia,1506
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Southside,277
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Southwest,293
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Tidewater,2719
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Valley,683
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",Western Virginia,752
2022-2023,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",NA,33
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Central Virginia,4101
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Northern Neck,2390
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Northern Virginia,6370
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Southside,1350
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Southwest,1185
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Tidewater,6469
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Valley,3006
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",Western Virginia,2579
2022-2023,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",NA,118
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Central Virginia,504
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Northern Neck,268
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Northern Virginia,1765
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Southside,78
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Southwest,222
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Tidewater,467
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Valley,458
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",Western Virginia,286
2022-2023,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",NA,5
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Central Virginia,6003
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Northern Neck,3962
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Northern Virginia,13997
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Southside,2416
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Southwest,2453
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Tidewater,16003
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Valley,7090
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",Western Virginia,6232
2023-2024,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",NA,118
2023-2024,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Central Virginia,857
2023-2024,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Northern Neck,538
2023-2024,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",Northern Virginia,2182
